0,GearTorque_1,GearTorque_2,GearTorque_3,GearTorque_4,GearTorque_5,GearTorque_6,Joints_1,Joints_2,Joints_3,Joints_4,Joints_5,Joints_6,RobotPositions_1,RobotPositions_2,RobotPositions_3,RobotPositions_4,RobotPositions_5,RobotPositions_6,MeasuredPositionsLeica_1,MeasuredPositionsLeica_2,MeasuredPositionsLeica_3,MeasuredPositionsLeica_4,MeasuredPositionsLeica_5,MeasuredPositionsLeica_6
352,-758.1965,-3050.3684,-2851.4421,144.75656,-155.19403,-232.60059,133.1712,-83.66674,101.900116,142.123,-17.560616,-148.74606,-113.00178806304932,-0.0035362675122451,3500.0019213867195,100.0005747997919,-20.00030124379964,-109.99998924071224,-4026.5600965866074,1118.5605238774776,188.70213066504476,-31.77125033901286,-87.50844547721883,-147.08043201880628
353,-631.2391,-3128.3076,-3426.2178,191.7956,-27.047123,-276.62988,132.11188,-85.79409,97.075356,154.18784,-22.959734,-161.87355,-112.9995693206787,-156.00064872741703,3499.999736328124,100.0002893058499,-20.00010968173581,-110.00016277187464,-3992.7094171480935,1112.915796995749,340.88272683425475,-31.80079838671061,-87.51092762945508,-147.04366304595644
354,-1164.1243,-3703.5457,-2418.9885,351.33716,750.71674,-290.69952,131.85483,-90.69243,102.2765,154.36476,-22.577797,-162.12088,0.0003476544736315,-155.99881996154787,3499.998991699219,99.9999782942854,-19.999984569217272,-110.00010066992242,-3961.145003971108,1221.4585315289366,337.80235848851254,-31.977879858697406,-87.50666105989069,-146.86437098563744
355,-1069.6605,-4056.861,-2325.583,293.52774,1.8363858,-343.14087,131.56183,-95.70112,107.13733,155.08209,-22.588839,-162.96094,113.000767250061,-156.00006179809571,3499.9982763671883,100.0001847827758,-20.00007155468515,-110.00023548017047,-3929.619707884749,1329.9198628886656,334.8808983716587,-31.82119530336222,-87.50627036992704,-147.0240398092771
356,738.4901,-2077.9219,-2254.61,-264.24493,620.89716,186.05756,132.77003,-93.423195,112.228615,141.82669,-16.876972,-148.56967,113.00333976745604,0.0035365187907882,3499.995955810548,99.99946625298098,-19.99978017038086,-110.00047237442844,-3963.182628009241,1335.6018371266834,182.74620149118144,-31.929935689236665,-87.50703946545009,-146.91299613851658
357,1171.7323,-1232.4735,-1863.025,-303.42856,242.41621,211.95673,135.11064,-90.475365,125.28385,79.41341,-12.530553,-83.40851,226.0004981231689,311.9991786193845,3499.998623046875,99.99983360412064,-19.999624204866443,-110.00000789641436,-3999.259405873966,1455.2912405131908,-124.40124911991532,-31.74331173435151,-87.5091310912389,-147.09962252780377
358,1271.5033,-812.8971,-2946.0723,160.93575,582.916,-262.1796,135.23122,-81.1928,114.79417,84.93907,-12.464603,-88.99821,-0.0003260071458953,312.00069976806645,3500.002037353516,100.00008117618648,-20.00019786853624,-109.99998714384762,-4062.357967396533,1238.336279499378,-118.3703739645776,-31.671342593863848,-87.51231844413469,-147.1715379936259
359,1321.9249,-151.54315,-3000.735,161.28604,-421.74564,-264.58774,135.3239,-72.551575,103.38075,97.47517,-12.602356,-101.78693,-225.99934455871576,312.00054550170904,3500.001029052736,100.00034725034767,-20.00032507943435,-110.00024047664014,-4125.609917047158,1021.3116202576784,-112.32624280765268,-31.57119947140654,-87.50846534678088,-147.28348016566338
360,-778.12836,-2615.1025,-3193.0664,212.59743,-118.28959,-226.72078,133.33696,-78.952385,96.2624,143.506,-18.391848,-150.14697,-226.00089385986328,-0.0024500428148894,3500.001287841798,100.0004600909293,-20.000124729338733,-110.0000025554119,-4058.1525166985048,1010.0635855082348,191.825653367602,-31.645492057510367,-87.5127860452334,-147.20707367484903
361,-673.4734,-3041.856,-2956.2932,212.08815,-27.510006,-220.16574,131.33926,-82.15925,85.9566,161.27866,-29.609869,-169.87944,-226.0008056640625,-312.0051078796388,3500.000933837892,100.00060554489912,-20.000043446568164,-110.0000487914767,-3990.463834145272,998.7368402902504,496.2077858887917,-31.642287670738064,-87.5183269968806,-147.20378368663395
362,-935.6376,-3901.137,-2363.2876,314.3124,731.14795,-302.33224,130.72362,-92.01231,96.60675,161.82639,-28.659983,-170.55814,0.0004413347226699,-311.99983184814465,3499.9990942382806,100.00004997227076,-20.00000266058876,-110.00014076227367,-3927.354959255812,1215.7480715561455,490.0621406743065,-31.862061372479165,-87.51017546594817,-146.98229391497418
363,-938.29114,-5159.4277,-2541.2605,287.847,-170.9491,-292.16083,129.9229,-102.120865,105.72566,163.6735,-29.368275,-172.73575,226.0000101470949,-312.0001071166992,3499.999348144531,100.00016414611348,-19.99993215586432,-110.0001317593991,-3864.236704815748,1432.6458301413488,484.1151721610606,-31.64094566343512,-87.51373054128824,-147.2082171758471
364,741.17773,-2672.2651,-2056.559,-237.3865,577.88934,187.98885,132.52419,-98.57691,116.94556,143.22435,-17.081747,-150.11311,226.00212921142585,0.0026094875749549,3499.996665039062,99.99941647063912,-19.99969185221246,-110.00028560525186,-3931.655597161331,1444.075709268434,179.738263216836,-31.93248787537984,-87.50738576661993,-146.91437722134265
365,947.4329,-1234.4294,-1544.5117,-341.82443,-758.3306,200.0166,136.42427,-89.11836,133.31409,49.967182,-17.646238,-52.124073,339.00108474731445,468.0004833984376,3499.9979272460937,99.9999238968131,-19.99988228780245,-110.00018985664964,-4001.612276409313,1569.4031168531892,-279.4964205655803,-31.777767521919863,-87.50459003433873,-147.07082727637317
366,-935.29407,-166.92227,-2557.115,119.38482,255.64806,-240.09488,136.34796,-76.13781,117.332115,57.879257,-15.828929,-60.437786,0.0001314322860616,467.99859024047856,3499.9980566406257,100.00028636869288,-20.000112267042933,-110.00018360090496,-4096.399981923137,1243.896885142861,-270.2771350336629,-31.46093649123453,-87.51531224386609,-147.39022750486842
367,-954.72363,778.9945,-2711.3176,66.46454,244.71889,-239.01443,136.2966,-64.28468,99.53674,78.99791,-13.567605,-82.28235,-338.99832077026366,467.9989530944824,3499.9960034179658,100.00052638808113,-20.000292484199715,-110.00050201242662,-4191.09719328538,918.478497634375,-261.4039047913751,-31.57758264626398,-87.51394391546829,-147.26996573557642
368,-727.8034,-2101.0706,-3251.3208,165.8176,-212.26102,-240.26114,133.48456,-74.274216,90.26758,145.43956,-19.545818,-152.14662,-339.0003285217284,-0.0018400105649197,3500.0002429199194,100.00047099963447,-20.00016836135224,-110.00011531641138,-4089.7213537173634,901.5567740419634,194.8501000989873,-31.593302276238767,-87.51538635145644,-147.2599803084127
369,-711.8918,-2674.528,-2868.5928,249.36465,-32.359215,-250.27332,130.65013,-77.49591,73.46558,165.68759,-36.925182,-175.13884,-338.9998820495604,-468.0070069885254,3500.000593261719,100.00094890474176,-20.00012929704809,-110.0002606235441,-3988.214259482512,884.526007634952,651.2554033537031,-31.787196332249184,-87.5221321586312,-147.0516453725431
370,-892.9825,-3870.8628,-2451.5078,340.58585,788.57776,-276.8305,129.59099,-92.47259,90.19557,166.58286,-34.97035,-176.17296,0.0008507221993534,-467.99910934448246,3499.9988488769527,99.99993675255354,-19.99990918086035,-110.00019454975872,-3893.482431120334,1210.0778763959945,642.2501822818508,-31.96348525582251,-87.51602929744801,-146.8770174112244
371,-1005.4706,-5593.4805,-2372.0767,238.51057,-64.12759,-262.83917,128.01648,-107.52641,103.016846,169.44151,-36.82807,-179.58588,339.00063339233407,-468.0006147766114,3499.999111328124,100.00025924575182,-20.0000422960506,-110.00023460281578,-3798.880684749829,1535.5071063125515,633.3560198843526,-31.630131660143373,-87.50981297578922,-147.21390940708207
372,800.06415,-2659.2632,-2296.6907,-238.05923,544.53906,227.24,132.23836,-103.99336,121.36129,145.69797,-17.738024,-152.79744,339.0015820312499,0.0028562600247096,3499.997276611328,99.99936016452588,-19.999641918208827,-110.00013961651725,-3900.108935380653,1552.5987242441386,176.78321176115028,-31.890198509559408,-87.50524959350497,-146.9570049227655
373,189.6915,-87.52241,-223.46953,-40.99423,-138.55186,34.538876,137.95918,-85.283295,140.5701,34.51564,-26.628288,-34.24781,452.00043975830073,624.0016226196282,3499.998592529299,99.99922264102332,-19.99945900855818,-109.99984741132508,-4003.8586765912464,1683.3892543821555,-434.4575261688384,-31.59870103216385,-87.50842923374618,-147.2459006517472
374,-527.94495,299.80652,-1095.6442,49.371273,37.82989,-102.84559,137.45915,-70.228546,118.95944,42.811096,-21.300283,-43.742996,0.0009062151033867,623.998028564453,3499.998037109376,100.00055580073216,-20.00018839875254,-110.00027946474653,-4130.241177326966,1249.4583093116728,-422.388894058908,-31.400309488387823,-87.51234173008501,-147.44798997897394
375,-986.19635,1772.5614,-2812.5044,190.26157,291.68536,-193.47385,137.16522,-55.990475,94.4635,68.19484,-15.152185,-70.59693,-451.99923553466806,623.9963973999024,3499.9969226074218,100.00040962319513,-19.999803582775883,-110.000166781662,-4256.434007641642,815.5439662452467,-410.4153597415633,-31.534930083262847,-87.52350340875113,-147.31867608628713
376,-764.76404,-1765.8593,-3139.9448,189.95859,-142.30267,-269.79443,133.61687,-69.57398,83.86115,147.72723,-21.040663,-154.54857,-452.0000204467775,-0.0017149463042733,3500.0001135253897,100.0004587541215,-20.0001819803402,-110.0001752073728,-4121.244272555095,793.0488140751519,197.84668203652276,-31.61693394338032,-87.52023215882306,-147.2381334855095
377,-749.08997,-2206.0667,-3171.1636,192.6768,-3.949034,-201.32884,130.03178,-71.48583,58.78901,168.6738,-45.243694,-178.9705,-451.9991987609864,-624.0071603393554,3500.000666503904,100.00091018557468,-19.999954003215784,-110.00021347360796,-3986.054093479556,770.3597166921802,806.4461350425955,-31.81511721155512,-87.52492112168665,-147.0336072775268
378,-1127.401,-3665.7808,-2493.0986,302.85303,689.9691,-330.51498,128.45778,-92.09872,82.98679,169.87508,-41.43463,-180.21182,0.0010191886114553,-623.9985412597658,3499.9988940429703,99.99998336733302,-20.00005860262732,-110.00022838620818,-3859.742574784914,1204.4101746199035,794.4178492867185,-31.922545070055165,-87.50877683894737,-146.91246052703696
379,-866.98785,-6345.2485,-2543.704,254.66016,-86.45893,-237.77882,125.77681,-111.77808,99.064,173.72688,-44.625732,-184.78339,452.0001295471191,-623.9998718261718,3499.9991772460944,100.000233992958,-20.00004330665745,-110.00022487586158,-3733.451864064199,1638.2939970108223,782.5740654014797,-31.696358237174085,-87.50983483436146,-147.14327382869854
380,842.79694,-3166.063,-2230.4224,-306.63907,724.4579,212.7576,131.90195,-109.73523,125.45819,149.09567,-18.950678,-156.47733,452.00202972412126,0.004452522053034,3499.9967468261734,99.99942074239183,-19.99990075301922,-110.00034126328732,-3868.5907330419855,1661.068502448116,173.80301100601645,-31.774551330337506,-87.50257752492541,-147.0722904477303
381,1084.0381,1555.2845,-2263.2366,-268.17395,-688.8438,200.2433,138.56383,-63.611164,119.6312,34.748062,-27.425697,-33.948017,0.0001240681107844,780.0001705932618,3499.998201904296,99.99960178369224,-19.999643944929016,-109.99999343680584,-4163.884558226754,1254.976628542153,-574.510856752885,-31.58811369663142,-87.51474320294813,-147.25993863352105
382,-1138.7661,2509.203,-2436.663,76.72569,168.46506,-247.21043,137.9452,-47.70296,88.17042,63.15614,-16.524088,-64.84409,-564.9989642333983,779.996664123535,3499.995957031251,100.00078002834996,-20.000219348393088,-110.0005776991578,-4321.891669379401,712.6295720966478,-559.6541174680797,-31.551235779514904,-87.51988259128153,-147.3009413705183
383,-691.6329,-1196.4612,-3230.995,123.05957,-48.68247,-251.28903,133.73613,-64.784546,76.960144,150.20616,-22.910406,-157.19173,-564.9992370605471,-0.0008770141164848,3499.9993847656256,100.00049476403612,-20.00026883236569,-110.00031959309575,-4152.795873325043,684.5925842136098,200.7108105779708,-31.805105898364022,-87.51606254767952,-147.04391471664513
384,-962.6366,1059.5092,-3226.5999,253.32764,-52.84314,-263.59543,129.47398,-63.092274,39.71452,170.85214,-55.66343,-182.10571,-564.9999395751952,-780.0029681396484,3499.998990478515,100.00085288870058,-20.000091285341547,-110.00038536264113,-3983.897993773933,656.324849474967,962.1171089596812,-31.56471098569828,-87.53538462158818,-147.2736499240343
385,-98.19075,-389.7277,-232.413,40.79888,73.97175,-28.328524,127.32489,-90.88264,74.856636,172.30629,-48.096607,-183.28284,0.0007143697595165,-779.9890328979492,3499.993815917969,99.99933979040478,-20.00002328846707,-110.00069263471312,-3825.8960562407615,1198.7031954750105,946.7287499332722,-31.880379057300694,-87.51744004686377,-146.9531617246994
386,-808.5538,-6737.669,-2271.8535,399.83505,-179.32391,-314.61316,123.11711,-114.80272,93.91524,177.3058,-52.57779,-189.01862,565.0010232543948,-780.0010171508792,3499.997690429688,100.00032119694112,-19.99992334447586,-110.00037490812304,-3667.969912952632,1741.0875334526158,931.7966896634732,-31.62820171888309,-87.50851730674621,-147.20302532986028
387,207.065,-1662.5637,-505.64807,-48.362827,132.27556,35.80456,131.50017,-115.864784,129.206,153.11604,-20.849699,-160.85963,565.0050613403325,0.0049569402041379,3499.9947778320293,99.99913406460422,-19.999653766744544,-110.00046142598,-3837.043696099257,1769.5556471941973,170.69825498235494,-31.941514804824315,-87.5028957306786,-146.9095472131305
388,1089.4196,2791.8306,-1948.8143,-273.7989,-845.61206,243.89323,139.66135,-56.482872,119.32697,30.252272,-33.489254,-27.644808,9.117980671362602e-05,936.0003967285152,3499.99871826172,99.99956756513257,-19.999598579085117,-109.9999647115008,-4197.709834537731,1260.3841479067746,-726.4721951240319,-31.352891370946264,-87.52500001149942,-147.49783374599934
389,-1192.341,3315.8237,-2553.3127,139.73268,158.09372,-217.86806,138.6492,-39.377026,80.60269,62.206795,-17.345127,-63.370823,-677.999644775391,935.9976364135748,3499.9974377441417,100.00046100586653,-20.000048143168875,-110.00025714979176,-4387.365627462385,609.6905962837326,-708.602454686441,-31.43240613902298,-87.52493781948267,-147.42508152321562
390,-875.6606,-1090.9229,-3433.3003,228.50746,-213.53665,-233.69905,133.84418,-59.8207,69.43625,152.7557,-25.211065,-159.96109,-677.9997845458985,-0.0020161111254128,3499.999925537111,100.00046661300878,-20.00007143060164,-110.0001950070064,-4184.428199590261,576.0180765526862,203.6946156645292,-31.734239794025857,-87.52227426582785,-147.11719379248382
391,-496.37906,-2440.7275,-2363.691,169.38966,-20.119593,-157.08037,126.19328,-88.755646,65.56479,174.19629,-55.08617,-185.70744,0.000335938040544,-936.0014178466796,3499.9984020996103,100.00052322281736,-20.00009213519208,-110.00034969315077,-3792.059228165884,1193.0434527264083,1099.0603255315236,-31.714283835737263,-87.52278894373991,-147.11774606072748
392,-920.0015,-6237.735,-2204.742,386.70358,-154.61136,-287.0163,119.922485,-116.57223,87.588554,180.66612,-60.622307,-192.65977,678.0020989990236,-936.0005792236328,3499.998935546874,100.00015163400496,-19.999909868480284,-110.00020362843588,-3602.5644630730994,1843.9754118305195,1081.082286762064,-31.70460137397795,-87.51144502004949,-147.12417472921516
393,1021.5908,-7641.545,-2596.4683,-274.65814,749.7484,223.50482,131.0122,-122.436035,132.56071,157.3801,-23.572062,-165.57076,678.0026821899413,0.0025905577212688,3499.99895385742,99.999670181764,-19.99990755911358,-110.00007942114745,-3805.466949337341,1878.0317412027332,167.71259798519245,-31.978145011203225,-87.50271881500021,-146.87117794968285
394,1326.2736,3989.9895,-2084.8743,-240.05089,-946.5798,242.87096,140.75093,-49.06073,118.05597,27.71521,-39.089054,-23.267305,-9.399566414856526e-05,1091.999910888672,3500.0000146484376,99.99971465975447,-19.999622450030014,-109.99992591677167,-4231.601501363131,1265.782362336946,-878.553789650673,-31.194379822263787,-87.52350579698997,-147.657546089725
395,-913.08417,4246.657,-2687.5212,67.860825,198.93808,-251.49785,139.28758,-30.881557,71.58807,64.78879,-17.544876,-65.638405,-790.9989843749997,1091.9985217285157,3499.9956628417963,100.00046188280572,-20.000121299264887,-110.00039623232276,-4452.822961612719,506.75134024181193,-857.8178109269967,-31.427862941841745,-87.52651578454294,-147.4350049860758
396,0.0,0.0,0.0,0.0,0.0,0.0,133.94278,-54.559845,61.081215,155.2934,-28.036606,-162.78232,-790.9999514770507,0.0375958844274282,3499.9817041015617,100.00316974639874,-19.999914693832302,-110.00315872192364,-4216.05938108563,467.48563354267407,206.71937714710012,-31.60852574797737,-87.52514149089377,-147.24118425760338
397,-867.2955,-3096.4983,-3471.4453,260.0881,-65.2582,-222.93762,125.063736,-85.52416,54.63103,175.72656,-62.670876,-187.668,0.0003867512439535,-1092.0016180419932,3499.9993786621094,100.00032936024944,-19.999982977322915,-110.00017578101858,-3758.196750141862,1187.403500510817,1251.3738748547682,-31.65418116672485,-87.52710273756685,-147.17136894808073
398,-942.8386,-6074.5986,-1951.1273,412.9246,-25.798223,-261.7968,116.04086,-117.06915,80.04154,184.16658,-68.795265,-195.88173,791.0024136352541,-1092.0006970214845,3499.997849121094,100.00031642821834,-19.999989062445756,-110.0004740135068,-3537.1071480409973,1946.8606205672183,1230.355013566979,-31.74514552361577,-87.51019765533034,-147.0755518338731
399,795.88715,-8329.841,-2354.8103,-313.94357,642.84186,242.67307,130.40678,-129.48154,135.46492,161.53947,-27.242693,-170.26648,791.0014260864258,0.0035322990693384,3499.9988647460937,99.99951438947804,-20.000028159613034,-110.00010059387331,-3773.949758281528,1986.4992238240911,164.64402044598413,-31.943022317577164,-87.49930342588297,-146.90859747280263
400,1215.689,4767.152,-1560.6566,-322.8865,-840.608,254.32524,141.83186,-41.544224,115.8547,26.355457,-43.97965,-20.081844,-0.0001023380148694,1247.9994885253911,3500.000209960938,99.999801444887,-19.99957988735572,-110.0000228105098,-4265.422935940557,1271.2945574828495,-1030.7748390264496,-31.211068495576196,-87.5258801694362,-147.64336214961563
401,-914.137,4729.967,-2799.5513,171.45944,234.04054,-245.46193,139.86903,-21.957848,60.72253,71.44973,-17.235586,-72.228294,-903.9990213012694,1247.9995202636717,3499.9961633300786,100.00035694064282,-20.000092622055284,-110.00027149177136,-4518.171634333123,403.819980127344,-1007.007517951514,-31.449190204715944,-87.5267943758684,-147.41636087829863
402,-174.92473,-62.748947,-693.5,27.815882,-8.703824,-39.326458,134.03236,-48.804596,51.519497,157.80797,-31.565151,-165.6706,-903.9970053100584,-0.0043158192920964,3499.995177001953,100.00083538040654,-20.000347261566485,-110.00075523365231,-4247.605799054129,359.0183837137004,209.74344999705684,-31.85630209086613,-87.52918461415072,-146.99249792901213
403,-978.91095,-2666.853,-3585.7812,470.25552,-240.35912,-327.72842,123.93711,-80.66285,40.91599,177.00719,-71.44892,-189.27292,0.0017731535401253,-1248.0019683837882,3499.998115234375,100.00016536709096,-19.99987234138582,-110.00018127455743,-3724.4462058182953,1181.769399161005,1403.7241133585628,-31.503754542737603,-87.52537048553701,-147.31480525075614
404,-890.77563,-6183.952,-1619.3542,439.1464,-91.99322,-349.61047,111.273834,-116.24382,71.126175,188.13701,-77.220314,-198.71225,904.001790466308,-1248.0000732421877,3499.997711181641,100.00017360642204,-19.9999255185278,-110.00038455920873,-3471.712561718068,2049.7984263546414,1379.772492652222,-31.448527150891383,-87.51200217406937,-147.36954969213315
405,1032.7866,-1781.1952,-2192.4336,-367.9291,621.2985,229.79565,141.09355,-89.20825,105.38551,133.37166,-24.203312,-136.89279,0.0009570526364586,0.0017885980638675,3749.99796875,99.999802819452,-19.99993321336646,-110.00016193352198,-4228.646730015183,1296.630153563266,240.2049311668873,-32.01339686949773,-87.5136546681231,-146.82963905380973
406,1111.9132,-4117.6436,-1921.4929,-349.2507,499.99414,258.42493,142.61978,-91.000595,114.72639,116.996086,-20.988594,-118.62047,113.00058704376224,155.9997086334227,3749.99946899414,99.99974857274312,-19.99977950102541,-109.99996993862926,-4230.947737077555,1410.7475734325951,85.11484516875595,-31.874803577669617,-87.51208881674482,-146.97388534478137
407,-1021.208,-1549.9496,-3207.792,300.79617,733.8784,-342.60428,142.19185,-86.17573,109.609886,117.97702,-20.775085,-119.85339,-0.0003839635507119,155.99942405700685,3749.999068603515,100.00006496382196,-19.999978904921036,-110.00000045734085,-4262.638726816792,1302.298724176186,88.14318012059812,-31.742456040964026,-87.51272130987067,-147.10854567754055
408,-1131.5767,-849.3145,-3264.2808,186.19011,-381.36893,-272.01996,141.81596,-81.50185,104.21354,119.93482,-20.822351,-122.105,-112.99904003143313,155.99928474426258,3749.998007812501,100.00021186773805,-20.00008177777104,-110.00020851079256,-4294.336850976708,1193.757352847871,91.24357665771186,-31.57523702976756,-87.51516380207822,-147.2853370880137
409,-970.59094,-3371.7876,-3127.4194,164.87935,-242.99872,-227.03314,140.78333,-84.37526,100.11354,134.4467,-24.292141,-138.16512,-113.0015613937378,-0.0029268773872172,3750.001568603516,100.0006237038418,-20.00030937931349,-109.99998042889337,-4260.462044021607,1188.095762487647,243.23477512714493,-31.75849593570643,-87.51617759123334,-147.09337220483698
410,-735.1566,-3438.1838,-3399.3743,125.933365,-201.40321,-221.4364,139.74275,-86.40235,95.23974,144.73227,-28.909472,-149.89877,-113.00146289825447,-156.00268684387214,3750.001993408201,100.0006666581183,-20.00032627739579,-109.99992534514554,-4226.67251149637,1182.412027843877,395.4473959531745,-31.67221897575101,-87.51995331247426,-147.18044842658796
411,1049.5736,-3864.2522,-2184.713,-422.55756,697.4974,244.85225,139.9861,-91.3244,100.40704,144.15775,-28.850246,-149.1996,-0.0009430355200436,-155.99947326660157,3750.001268310548,99.99993820169256,-20.00009594925614,-109.99990455607478,-4194.872225496481,1290.9432510134209,392.4533014948409,-31.95234262075332,-87.51855706572798,-146.8960496040063
412,1091.9572,-4550.4453,-2542.0842,-552.0999,-392.27908,265.40668,140.26361,-96.34287,105.22081,144.01724,-29.176891,-148.98944,112.999769821167,-155.99769821166984,3750.000927734377,99.99990421286223,-20.000040044846266,-109.99995220175022,-4163.391703271561,1399.353234416689,389.4060198782346,-31.77351984772377,-87.51624017046352,-147.08030519450534
413,1096.7854,-2205.534,-2201.0757,-283.48398,603.82355,210.22638,141.44705,-94.172295,110.34098,132.97037,-24.457016,-136.34447,113.00150691986084,0.0024330748393549,3749.997337646485,99.9995969804072,-19.999757086715277,-110.00021221047288,-4197.115205321943,1405.1409989028716,237.3593474079221,-31.88008167243939,-87.51353236013479,-146.9648296123579
414,286.39905,-382.2493,-525.32605,-87.0859,123.503494,45.320625,144.3552,-91.57668,123.368034,95.87232,-20.165033,-95.23206,226.00192375183107,312.00031127929685,3749.9951928710943,99.99983982240563,-19.99962137199453,-110.0003307724734,-4233.12833781538,1524.8694729696774,-69.90195733545937,-31.760491259904093,-87.51234791253196,-147.08553131669498
415,-985.10504,-775.819,-3055.2688,184.44861,483.2192,-260.47214,143.2803,-82.21131,113.042145,98.27997,-19.37128,-98.383736,0.0002115572319348,311.9994473266602,3749.9999853515615,100.00016242939546,-20.00009750386395,-110.00007484396112,-4296.459144027138,1307.9325953116193,-63.84512610127309,-31.607342022522037,-87.51516475306084,-147.24138294399975
416,-895.60095,-171.43832,-3073.0437,141.75919,657.07184,-260.89252,142.45029,-73.44732,101.72752,105.437416,-19.188274,-106.39869,-225.99943450927736,312.00012130737304,3749.999689941406,100.00025321822925,-20.00025578548644,-110.00016635755834,-4359.591080774575,1090.96747626491,-57.92283952052062,-31.67010798998524,-87.51587696012867,-147.1804298492494
417,-868.32855,-2600.6392,-3424.539,40.492657,-232.99307,-218.93639,140.50882,-79.62187,94.504486,136.10863,-24.714153,-140.07103,-225.99979042053232,5.566330112287762e-06,3750.000003662109,100.0003493495216,-20.00034851049367,-110.00016643371094,-4292.018771509995,1079.622170951077,246.2124547226631,-31.72521408348748,-87.5154797065473,-147.1252898622079
418,-846.64355,-3175.8362,-3341.4873,173.12747,-104.71483,-222.94829,138.53996,-82.64193,84.067215,152.52487,-34.63087,-159.17458,-226.00067527771,-312.0033488464356,3750.00130004883,100.0006117633946,-20.00013926178558,-110.00001468683566,-4224.432520078987,1068.3054662305422,550.6077037212888,-31.77358190029417,-87.52103167503608,-147.07004307957254
419,1153.4457,-3869.7847,-2379.5532,-463.18536,725.79816,278.74164,138.87016,-92.55763,94.68933,151.62666,-34.161736,-158.0736,-0.0004303770288901,-311.9983125305173,3750.00144897461,99.9999065396987,-20.000157604329523,-109.99995708442512,-4161.096612315248,1285.2893522655331,544.5233632875119,-32.081677143206946,-87.5161890429488,-146.76178807868095
420,1073.0365,-5406.6494,-2126.7998,239.44226,-227.3671,-283.90353,139.30049,-102.67817,103.72418,151.83359,-35.32157,-158.31107,225.9988302612305,-312.0000779724121,3750.0018481445313,99.99996677408754,-20.000017232768183,-109.99987068172884,-4098.082992217584,1502.1511122363506,538.6433221853541,-31.680670839254013,-87.51842542517642,-147.16777571132698
421,885.1478,-2383.825,-2326.6692,-322.705,535.20856,242.96193,141.85349,-99.31909,114.98758,133.29393,-25.084303,-136.57823,226.00160598754883,0.0024905054445844,3749.9976953125,99.9994193290756,-19.99959996909875,-110.00012523479356,-4165.561135801021,1513.63429267847,234.2691077481328,-31.93764293159324,-87.51216541188,-146.9079850952395
422,926.2436,-1279.396,-1516.769,-324.6034,249.75432,186.1021,146.34218,-90.55314,131.32382,74.34572,-22.57972,-70.90284,339.00043899536155,468.0000636291504,3749.998563232421,99.99985767435972,-19.99979866029084,-110.00006305668956,-4235.37002765207,1638.898856376882,-224.97187141944997,-31.64544355195469,-87.5144710638237,-147.19460745441776
423,-99.38212,-22.451208,-286.1354,12.756693,35.45349,-24.200075,144.35825,-77.3364,115.6309,78.260284,-20.504765,-76.46699,0.0036742514104116,468.0000637817383,3749.996263427736,100.00084758752752,-20.000333204319027,-110.00076740260188,-4330.31258098516,1313.5374528024684,-215.93051759941164,-31.560741982935177,-87.51342832532805,-147.2898512650596
424,-867.1426,873.0749,-2905.375,50.792747,504.3032,-280.84006,143.0115,-65.225204,97.96643,92.72785,-18.960201,-92.655525,-338.9975231933595,468.000891265869,3749.997499999999,100.00060344332826,-20.00057153877966,-110.00066016811004,-4424.988050139037,988.0637319304587,-206.9994627760091,-31.586281676855275,-87.51286812052605,-147.26131871303426
425,-899.14264,-2370.5784,-3194.626,128.79805,-226.19417,-225.45865,140.2643,-74.89487,88.52159,138.24225,-25.474161,-142.49336,-339.00044387817394,-0.0026533469051355,3750.000959472657,100.00065998034115,-20.00038110637755,-110.000185431003,-4323.654509037126,971.0987878855708,249.27966837630285,-31.664954405552145,-87.51887378131704,-147.18696000692543
426,-870.44916,-2844.495,-3329.6672,167.00706,-59.77111,-226.8629,137.46307,-77.83122,71.44341,158.02449,-41.28766,-166.07565,-338.9994670104979,-468.0047221374511,3750.0007568359374,100.00082904744758,-20.0001827887656,-110.0002088166309,-4222.221160523363,954.0798232205505,705.7608959074636,-31.87726437125737,-87.52761981881011,-146.9653015674578
427,390.28143,-1195.6521,-776.0723,-133.45241,219.88388,81.80639,137.74655,-92.94117,88.21345,156.95122,-39.86271,-164.69902,-0.0006300529904547,-467.9955696105955,3750.0022521972646,99.99969177242346,-20.000077619493965,-109.99988609309662,-4127.335253688395,1279.5977677884948,696.7676527971676,-32.084175154916835,-87.52239585294767,-146.76005243987336
428,441.34192,-1804.5002,-738.4102,80.82273,-69.309494,-80.190254,138.17018,-108.02292,100.92675,157.5138,-42.209415,-165.5026,338.9991047668458,-467.9996267700196,3750.000952148437,100.00021915443672,-20.000045871462405,-110.00002826686232,-4032.6011868335368,1605.0192595728313,687.8661509089504,-31.756452386731315,-87.51901016373526,-147.07845928995016
429,785.5223,-3074.3816,-2349.615,-336.61456,563.90173,214.78755,142.32564,-104.700935,119.320915,134.3374,-26.139137,-137.59845,339.0012957763672,0.0034238792135147,3749.997319335936,99.99945537907,-19.99968228949757,-110.00020038430932,-4134.03211569868,1622.0985718212432,231.23122734672856,-31.99298572826136,-87.51059760049344,-146.85350995571994
